Episode,Action Sequence
786,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
787,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
788,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
789,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
790,"[np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), 2, 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
791,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
792,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, 0, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
793,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
794,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
795,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
796,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
797,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
798,"[np.int64(1), 1, np.int64(3), np.int64(3), 0, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
799,"[np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
800,"[np.int64(1), np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
801,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
802,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
803,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
804,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
805,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
806,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
807,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
808,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
809,"[np.int64(1), np.int64(3), 3, 2, np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
810,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
811,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
812,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
813,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
814,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
815,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
816,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
817,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
818,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, 2, np.int64(3), np.int64(1)]"
819,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
820,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
821,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
822,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
823,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
824,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
825,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
826,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
827,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
828,"[2, np.int64(1), 3, np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
829,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), 2, 1, np.int64(3), np.int64(1)]"
830,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
831,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
832,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
833,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), 1]"
834,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
835,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
836,"[np.int64(1), 2, 0, np.int64(1), np.int64(3), 2, 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
837,"[np.int64(1), np.int64(3), 1, 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
838,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(1)]"
839,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
840,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
841,"[1, np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
842,"[np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
843,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
844,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
845,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
846,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
847,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
848,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
849,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
850,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
851,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
852,"[np.int64(1), np.int64(3), 2, np.int64(3), 1, np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1)]"
853,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
854,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
855,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
856,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
857,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
858,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
859,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
860,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1)]"
861,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, 1]"
862,"[np.int64(1), 2, np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
863,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
864,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
865,"[3, np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
866,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
867,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
868,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
869,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
870,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
871,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
872,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
873,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
874,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
875,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
876,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
877,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
878,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
879,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
880,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
881,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
882,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
883,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
884,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
885,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
886,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
887,"[np.int64(1), 2, 1, np.int64(3), 0, 2, np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
888,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
889,"[np.int64(1), np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), 2, 2, np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1)]"
890,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
891,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1)]"
892,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
893,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
894,"[1, np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
895,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
896,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
897,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
898,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
899,"[np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
900,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
901,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
902,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
903,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
904,"[np.int64(1), np.int64(3), np.int64(3), 2, 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
905,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), 3, 3, np.int64(1)]"
906,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
907,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
908,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
909,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
910,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
911,"[np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, 1, np.int64(3)]"
912,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
913,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
914,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
915,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
916,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
917,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
918,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, 1]"
919,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
920,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
921,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
922,"[np.int64(1), np.int64(3), np.int64(3), 3, 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), 1]"
923,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), 3, np.int64(1), np.int64(1), np.int64(1)]"
924,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
925,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
926,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
927,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
928,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
929,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
930,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, 1, np.int64(1), 2, np.int64(3), np.int64(1)]"
931,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
932,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
933,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
934,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
935,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
936,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
937,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
938,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
939,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
940,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
941,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
942,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
943,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
944,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
945,"[np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
946,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), 3, np.int64(1), np.int64(1)]"
947,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
948,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
949,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
950,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
951,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
952,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
953,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
954,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
955,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
956,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
957,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
958,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
959,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
960,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
961,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
962,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
963,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
964,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1)]"
965,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
966,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
967,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
968,"[np.int64(1), 1, np.int64(3), 1, np.int64(3), np.int64(3), 3, np.int64(1)]"
969,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
970,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
971,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
972,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
973,"[2, np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
974,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), 1]"
975,"[0, np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
976,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), 3, np.int64(1), np.int64(1), np.int64(1)]"
977,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
978,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
979,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
980,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
981,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
982,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
983,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
984,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
985,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
986,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, 1, np.int64(3), 0, np.int64(1), np.int64(1)]"
987,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
988,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
989,"[np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
990,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
991,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
992,"[np.int64(1), np.int64(3), np.int64(3), 2, 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1)]"
993,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
994,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
995,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
